ID empleat;Nom complet;Sexe;Data naixement;Departament;Location
PSN-BCN-2016-0018;Sofia Gómez Jiménez;Dona;2/4/1978;Finances;Barcelona (22@)
PSN-BCN-2018-0019;Ainhoa Soler González;Dona;6/11/1986;Finances;Barcelona (22@)
PSN-BCN-2018-0020;Andreu Bosch Soler;Home;23/3/1981;R+D;Barcelona (22@)
PSN-BCN-2011-0010;Carme Prat Vázquez;Dona;21/6/1984;Sistemes;Barcelona (22@)
PSN-BOS-2012-0003;Madison Sullivan;Dona;28/12/1980;Sistemes;Boston (MA)
PSN-BCN-2014-0009;Aina García López;Dona;17/4/1971;Comercial;Barcelona (22@)
PSN-BCN-2011-0011;Jordi Vallès Ortega;Home;9/9/1980;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0070;Marc Vallès Suárez;Home;2/10/1972;Finances;Barcelona (22@)
PSN-BCN-2017-0018;Jana Batlle Blanco;Dona;15/6/1992;RH;Barcelona (22@)
PSN-BCN-2008-0071;Núria Navarro Rodríguez;Dona;26/4/1963;RH;Barcelona (22@)
PSN-BCN-2008-0072;Pau González Muñoz;Home;3/10/1971;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0073;Anna Prat Díaz;Dona;8/6/1972;R+D;Barcelona (22@)
PSN-BCN-2008-0074;Ainhoa López Ruiz;Dona;16/1/1963;R+D;Granollers
PSN-BCN-2015-0010;Xavier Ribas Colomer;Home;21/7/1979;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0075;Patricia Gil Batlle;Dona;5/6/1976;Sistemes;Barcelona (22@)
PSN-BCN-2009-0008;Pol Puig Bosch;Home;24/5/1980;R+D;Granollers
PSN-BCN-2009-0009;Àngels Puig Moreno;Dona;25/7/1972;RH;Barcelona (22@)
PSN-BCN-2019-0020;Bernat García Ferrer;Home;22/3/1993;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2012-0018;Carme Reig Gil;Dona;30/8/1976;R+D;Granollers
PSN-BCN-2008-0076;Carles González Gil;Home;16/9/1974;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0077;Xavier Jiménez Díaz;Home;11/7/1963;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2016-0019;Gemma Martín Serrano;Dona;17/9/1979;RH;Barcelona (22@)
PSN-BCN-2008-0078;Sílvia Hernández Rodríguez;Dona;18/6/1960;Comercial;Barcelona (22@)
PSN-BCN-2017-0019;Ramon Fernández Soler;Home;21/1/1990;R+D;Barcelona (22@)
PSN-BCN-2008-0079;Nil Vázquez Ferrer;Home;9/1/1965;RH;Barcelona (22@)
PSN-BCN-2019-0021;Ferran Ruiz Serra;Home;1/6/1993;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2016-0020;Adrià García Rodríguez;Home;3/2/1987;Comercial;Barcelona (22@)
PSN-BCN-2015-0011;Andrea Ortega Romero;Dona;7/2/1980;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2013-0008;Lucía López Serra;Dona;9/9/1976;RH;Barcelona (22@)
PSN-BCN-2008-0080;Sergi Puig Díaz;Home;3/1/1966;Finances;Barcelona (22@)
PSN-BCN-2008-0081;Marc Delgado Fernández;Home;17/3/1962;Finances;Barcelona (22@)
PSN-BOS-2015-0002;Chloe Brown;Dona;28/4/1979;R+D;Boston (MA)
PSN-BCN-2008-0082;Adrià Serra Prat;Home;4/6/1966;Sistemes;Barcelona (22@)
PSN-BCN-2010-0009;Nora Serrano González;Dona;15/11/1975;RH;Barcelona (22@)
PSN-BOS-2008-0016;Sean McCarthy;Home;24/8/1967;R+D;Boston (MA)
PSN-BOS-2008-0017;Samantha Lee;Dona;16/6/1973;Finances;Boston (MA)
PSN-BCN-2008-0083;Gemma Sánchez Moreno;Dona;14/9/1969;Finances;Barcelona (22@)
PSN-BCN-2012-0019;Gerard García Romero;Home;28/8/1973;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0084;Arnau Ramos Martínez;Home;23/7/1968;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2012-0020;Hugo Díaz García;Home;18/5/1979;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0085;Javier Ferrer Suárez;Home;5/3/1968;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2017-0020;Javier Sánchez Costa;Home;24/5/1976;R+D;Granollers
PSN-BCN-2008-0086;Carla Blanco Vilanova;Dona;20/2/1972;Sistemes;Barcelona (22@)
PSN-BCN-2008-0087;Hugo Castro Colomer;Home;2/6/1971;Finances;Barcelona (22@)
PSN-BCN-2017-0021;Andreu González Domínguez;Home;19/8/1984;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2017-0022;Hugo Hernández Domènech;Home;4/11/1979;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2018-0021;Nil Soler Delgado;Home;1/12/1994;Operacions-Qualitat-Logística;Granollers
PSN-BOS-2008-0018;James Taylor;Home;19/12/1971;R+D;Boston (MA)
PSN-BOS-2008-0019;Claire Rodriguez;Dona;7/11/1974;Comercial;Boston (MA)
PSN-BCN-2012-0021;Quim Gómez Costa;Home;29/7/1978;Sistemes;Barcelona (22@)
PSN-BCN-2016-0021;Miquel Rodríguez Prat;Home;4/8/1989;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2021-0013;Adrià Gómez Blanco;Home;20/1/2000;Operacions-Qualitat-Logística;Granollers
PSN-BOS-2019-0005;Elizabeth Sullivan;Dona;24/3/1990;Comercial;Boston (MA)
PSN-BCN-2009-0010;Pau Bosch Jiménez;Home;28/11/1973;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2019-0022;Hugo Pérez Ortiz;Home;22/7/1989;Sistemes;Barcelona (22@)
PSN-BCN-2015-0012;Sergi Rovira Pérez;Home;9/10/1983;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0088;Montserrat López Ferrer;Dona;2/6/1978;Sistemes;Barcelona (22@)
PSN-BOS-2008-0020;Alexander Martin;Home;17/10/1960;Sistemes;Boston (MA)
PSN-BCN-2017-0023;Lídia Reig Torres;Dona;25/11/1987;Operacions-Qualitat-Logística;Granollers
PSN-BOS-2017-0004;Sean Thompson;Home;3/2/1978;R+D;Boston (MA)
PSN-BCN-2014-0010;Álvaro Martínez Soler;Home;5/4/1979;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0089;Ismael Vendrell Duran;Home;31/8/1973;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2018-0022;Teresa González Castro;Dona;8/2/1990;R+D;Granollers
PSN-BCN-2017-0024;Elena López Delgado;Dona;18/1/1976;Sistemes;Barcelona (22@)
PSN-BCN-2008-0090;Sofia Álvarez Blanco;Dona;4/12/1965;Comercial;Barcelona (22@)
PSN-BOS-2019-0006;Elizabeth Kelly;Dona;24/10/1995;Finances;Boston (MA)
PSN-BCN-2013-0009;Anna Rodríguez Domínguez;Dona;4/8/1981;Comercial;Barcelona (22@)
PSN-BCN-2008-0091;Berta Fernández Serra;Dona;3/8/1978;Comercial;Barcelona (22@)
PSN-BCN-2017-0025;Raquel Roca Navarro;Dona;8/2/1989;R+D;Barcelona (22@)
PSN-BCN-2015-0013;Hèctor Domènech Fernández;Home;24/4/1982;Comercial;Barcelona (22@)
PSN-BCN-2016-0022;Miquel López Blanco;Home;19/10/1989;RH;Barcelona (22@)
PSN-BCN-2008-0092;Sílvia Fernández Esteve;Dona;28/7/1965;Finances;Barcelona (22@)
PSN-BCN-2008-0093;Jordi Costa Álvarez;Home;24/9/1963;Operacions-Qualitat-Logística;Granollers
PSN-BOS-2013-0001;Christopher Sullivan;Home;25/12/1980;Comercial;Boston (MA)
PSN-BCN-2017-0026;Patricia Martínez Hernández;Dona;28/2/1992;Operacions-Qualitat-Logística;Granollers
PSN-BOS-2014-0001;Connor Wilson;Home;24/7/1980;R+D;Boston (MA)
PSN-BCN-2020-0010;Guillem Jiménez Planas;Home;6/10/1997;R+D;Granollers
PSN-BCN-2008-0094;Pilar Ramírez Serrano;Dona;15/11/1972;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0095;Jesús Martínez Molina;Home;6/11/1969;Comercial;Barcelona (22@)
PSN-BCN-2014-0011;Pere Muñoz Serra;Home;30/5/1984;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2019-0023;Paula García Castells;Dona;1/2/1994;Sistemes;Barcelona (22@)
PSN-BCN-2016-0023;Guillem Reig López;Home;27/11/1975;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2017-0027;Bernat Moreno Ramírez;Home;26/11/1988;R+D;Granollers
PSN-BCN-2008-0096;Raimon Vilanova Martínez;Home;9/5/1967;R+D;Granollers
PSN-BCN-2008-0097;Bernat Moreno Martínez;Home;21/5/1964;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2010-0010;Pere Marín González;Home;22/5/1973;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2018-0023;Manel López Martínez;Home;16/6/1990;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0098;Olga Ortiz Pérez;Dona;15/11/1966;Comercial;Barcelona (22@)
PSN-BOS-2017-0005;James Anderson;Home;21/12/1990;Finances;Boston (MA)
PSN-BCN-2015-0014;Olga Reig Esteve;Dona;6/12/1983;R+D;Granollers
PSN-BCN-2023-0005;Marina Ruiz Rubio;Dona;15/5/2000;R+D;Granollers
PSN-BCN-2015-0015;Javier Torres Molina;Home;20/11/1988;Sistemes;Barcelona (22@)
PSN-BCN-2021-0014;Joan Romero Serra;Home;16/11/1999;Sistemes;Barcelona (22@)
PSN-BCN-2019-0024;Ramon Fernández Gómez;Home;27/2/1994;R+D;Granollers
PSN-BCN-2016-0024;Eduard Hernández Puig;Home;7/10/1993;R+D;Granollers
PSN-BCN-2018-0024;Andreu Bosch Delgado;Home;11/4/1984;R+D;Granollers
PSN-BCN-2019-0025;Raimon Martín Molina;Home;19/8/1989;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2014-0012;Daniel Torres López;Home;19/4/1977;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0099;Lídia Muñoz Hernández;Dona;9/6/1963;Comercial;Barcelona (22@)
PSN-BOS-2020-0002;William Anderson;Home;27/5/1997;Finances;Boston (MA)
PSN-BCN-2008-0100;Roger Domínguez Martínez;Home;6/6/1966;R+D;Barcelona (22@)
PSN-BCN-2017-0028;Marc Jiménez García;Home;30/6/1987;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2017-0029;Aina Muñoz Gómez;Dona;19/6/1987;Finances;Barcelona (22@)
PSN-BOS-2008-0021;Chloe Taylor;Dona;21/4/1973;R+D;Boston (MA)
PSN-BOS-2012-0004;Ethan Lee;Home;14/2/1972;Sistemes;Boston (MA)
PSN-BCN-2008-0101;Lucía García Martín;Dona;23/1/1973;R+D;Granollers
PSN-BOS-2008-0022;Leah Sullivan;Dona;20/3/1963;R+D;Boston (MA)
PSN-BOS-2008-0023;Samantha Taylor;Dona;6/8/1972;R+D;Boston (MA)
PSN-BCN-2015-0016;Bernat Hernández Morales;Home;15/1/1976;RH;Barcelona (22@)
PSN-BCN-2021-0015;Andrea Navarro Romero;Dona;11/4/1994;Finances;Barcelona (22@)
PSN-BCN-2008-0102;Ismael Rovira Batlle;Home;11/4/1975;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2016-0025;Pere García Ruiz;Home;26/11/1979;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2020-0011;Xavier Moreno Costa;Home;19/11/1987;Operacions-Qualitat-Logística;Granollers
PSN-BOS-2012-0005;Sean Davis;Home;20/9/1979;Comercial;Boston (MA)
PSN-BCN-2021-0016;Xavier Vallès Navarro;Home;3/3/1997;Sistemes;Barcelona (22@)
PSN-BCN-2020-0012;Genís López Soler;Home;3/4/1996;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2024-0002;Hèctor Ferrer Rodríguez;Home;2/7/2003;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2013-0010;Andrea Rodríguez Ramos;Dona;19/5/1970;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0103;Rubén Serra Gómez;Home;6/11/1973;Sistemes;Barcelona (22@)
PSN-BCN-2012-0022;Pere Jiménez Ortega;Home;8/9/1977;Sistemes;Barcelona (22@)
PSN-BCN-2016-0026;Pau Muñoz Ortega;Home;1/12/1987;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2020-0013;Jordi Ramos Suárez;Home;23/10/1987;R+D;Granollers
PSN-BCN-2008-0104;Antonio Ferrer Colomer;Home;29/7/1963;Finances;Barcelona (22@)
PSN-BCN-2009-0011;Raimon Rodríguez Vallès;Home;25/10/1976;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2018-0025;Paula Martínez Iglesias;Dona;9/1/1988;Comercial;Barcelona (22@)
PSN-BCN-2008-0105;Oriol Puig Camps;Home;21/2/1963;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2012-0023;Àngels González Batlle;Dona;17/9/1980;R+D;Granollers
PSN-BCN-2022-0006;Pilar López Ramos;Dona;6/8/2001;Comercial;Barcelona (22@)
PSN-BCN-2008-0106;Joan Gómez Ferrer;Home;29/7/1974;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2019-0026;Àlex Ruiz Fernández;Home;9/7/1990;Sistemes;Barcelona (22@)
PSN-BCN-2008-0107;Alba Rubio Muñoz;Dona;19/3/1975;R+D;Granollers
PSN-BCN-2008-0108;Hugo Martínez García;Home;21/1/1966;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2011-0012;Carlota Rodríguez Hernández;Dona;3/12/1978;R+D;Granollers
PSN-BCN-2020-0014;Lucía Marín Blanco;Dona;30/4/1992;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2016-0027;Aina Pérez Bosch;Dona;31/10/1980;Comercial;Barcelona (22@)
PSN-BCN-2008-0109;Marta García Sánchez;Dona;4/2/1973;Comercial;Barcelona (22@)
PSN-BCN-2010-0011;Marc Soler Bosch;Home;2/11/1972;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2020-0015;Xavier Arnau Serrano;Home;9/8/1988;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2020-0016;Toni Álvarez Martínez;Home;26/9/1992;RH;Barcelona (22@)
PSN-BCN-2019-0027;Àngels Serra García;Dona;18/9/1989;Sistemes;Barcelona (22@)
PSN-BCN-2015-0017;Oriol Iglesias Moreno;Home;20/12/1989;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2016-0028;Quim Jiménez Puig;Home;26/10/1979;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2011-0013;Rafa Torres Hernández;Home;6/6/1978;Finances;Barcelona (22@)
PSN-BCN-2008-0110;Àlex Molina Iglesias;Home;29/6/1961;R+D;Granollers
PSN-BOS-2009-0002;Christopher Hall;Home;10/2/1972;R+D;Boston (MA)
PSN-BCN-2008-0111;Carme Serrano López;Dona;23/10/1973;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2017-0030;Arnau López Vendrell;Home;14/9/1993;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2017-0031;Quim Ferrer Delgado;Home;7/9/1985;Finances;Barcelona (22@)
PSN-BOS-2016-0003;Christopher Johnson;Home;9/2/1987;R+D;Boston (MA)
PSN-BCN-2019-0028;Genís Díaz Vila;Home;18/2/1988;R+D;Granollers
PSN-BCN-2008-0112;Montserrat González Álvarez;Dona;24/6/1961;R+D;Granollers
PSN-BOS-2014-0002;Tyler Murphy;Home;30/10/1986;RH;Boston (MA)
PSN-BCN-2017-0032;Víctor Soler Vila;Home;19/11/1976;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2013-0011;Àngels Puig Ferrer;Dona;1/3/1987;R+D;Granollers
PSN-BCN-2008-0113;Ismael Rodríguez Serra;Home;9/4/1973;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0114;Carles Roca Ribas;Home;27/5/1970;Comercial;Barcelona (22@)
PSN-BCN-2018-0026;Oriol Martínez Rubio;Home;18/5/1985;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2018-0027;Joan Suárez Delgado;Home;11/5/1991;Sistemes;Barcelona (22@)
PSN-BOS-2020-0003;Abigail McCarthy;Dona;27/4/1991;Sistemes;Boston (MA)
PSN-BCN-2016-0029;Oriol Rodríguez López;Home;23/10/1989;R+D;Granollers
PSN-BCN-2009-0012;Albert Martín Serrano;Home;10/1/1973;Sistemes;Barcelona (22@)
PSN-BCN-2008-0115;Ainhoa Torres Jiménez;Dona;26/12/1961;Finances;Barcelona (22@)
PSN-BCN-2017-0033;Rosa Jiménez Serra;Dona;26/5/1989;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2020-0017;Cristina Ramos Marín;Dona;21/7/1985;Finances;Barcelona (22@)
PSN-BCN-2008-0116;Pau Martínez Gómez;Home;19/2/1974;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2019-0029;Quim Costa Serra;Home;4/6/1996;Operacions-Qualitat-Logística;Granollers
PSN-BOS-2013-0002;Leah Jones;Dona;15/5/1975;RH;Boston (MA)
PSN-BCN-2022-0007;Roc Jiménez Marín;Home;30/6/2002;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2011-0014;Xavier Domínguez Blanco;Home;27/10/1971;Comercial;Barcelona (22@)
PSN-BCN-2008-0117;Lídia Romero Blanco;Dona;15/10/1973;Comercial;Barcelona (22@)
PSN-BOS-2016-0004;Anthony Martinez;Home;2/2/1994;Comercial;Boston (MA)
PSN-BCN-2009-0013;Raquel Vila Costa;Dona;6/4/1980;RH;Barcelona (22@)
PSN-BCN-2022-0008;Pilar Serrano García;Dona;5/7/1996;Finances;Barcelona (22@)
PSN-BCN-2009-0014;Francesc Castells Serra;Home;23/12/1974;Comercial;Barcelona (22@)
PSN-BCN-2008-0118;Àlex García Álvarez;Home;11/8/1964;R+D;Granollers
PSN-BCN-2022-0009;Arnau Iglesias Ortiz;Home;19/10/1997;R+D;Granollers
PSN-BCN-2014-0013;Enric González Arnau;Home;2/10/1984;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0119;Pol Ferrer Muñoz;Home;9/2/1969;Sistemes;Barcelona (22@)
PSN-BCN-2011-0015;Raquel Navarro Soler;Dona;17/2/1973;Operacions-Qualitat-Logística;Granollers
PSN-BOS-2016-0005;Daniel Wilson;Home;25/3/1979;R+D;Boston (MA)
PSN-BCN-2009-0015;Ismael García Vázquez;Home;24/2/1970;Sistemes;Barcelona (22@)
PSN-BCN-2008-0120;Xavier Esteve García;Home;30/1/1970;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0121;Maria Jiménez Delgado;Dona;8/1/1963;RH;Barcelona (22@)
PSN-BCN-2012-0024;Manel Rodríguez Álvarez;Home;30/3/1984;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2017-0034;Albert Pérez Sánchez;Home;30/5/1987;R+D;Granollers
PSN-BCN-2008-0122;Blanca Ribas Rovira;Dona;8/9/1972;Sistemes;Barcelona (22@)
PSN-BCN-2020-0018;David Roca Sánchez;Home;5/1/1998;R+D;Granollers
PSN-BCN-2008-0123;Anna Martín Ruiz;Dona;14/6/1978;R+D;Granollers
PSN-BCN-2011-0016;Helena González Serrano;Dona;31/12/1977;R+D;Granollers
PSN-BCN-2009-0016;Noa Gómez Soler;Dona;15/11/1975;R+D;Granollers
PSN-BCN-2008-0124;Albert Navarro Puig;Home;4/1/1970;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2009-0017;Paula Rodríguez Serra;Dona;10/1/1977;R+D;Granollers
PSN-BOS-2018-0002;Andrew Clark;Home;8/4/1989;Finances;Boston (MA)
PSN-BCN-2008-0125;Daniel Muñoz Hernández;Home;3/11/1974;Comercial;Barcelona (22@)
PSN-BOS-2014-0003;Ethan McCarthy;Home;2/7/1981;R+D;Boston (MA)
PSN-BCN-2008-0126;Mateu Delgado Martín;Home;26/1/1961;Finances;Barcelona (22@)
PSN-BOS-2016-0006;Nicholas Walsh;Home;14/11/1986;R+D;Boston (MA)
PSN-BOS-2008-0024;Daniel Johnson;Home;8/12/1973;Finances;Boston (MA)
PSN-BCN-2016-0030;David Arnau Soler;Home;4/4/1985;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2017-0035;Mateu Ferrer García;Home;30/6/1984;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0127;Carles Costa Hernández;Home;17/10/1967;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2010-0012;Manel López Blanco;Home;29/1/1970;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2019-0030;Albert Ribas Suárez;Home;11/10/1985;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0128;Clara López Pérez;Dona;11/2/1966;RH;Barcelona (22@)
PSN-BCN-2017-0036;Laia García Álvarez;Dona;16/2/1990;R+D;Granollers
PSN-BCN-2010-0013;Albert Gil Soler;Home;21/1/1972;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2017-0037;Gerard Navarro Torres;Home;4/9/1978;R+D;Granollers
PSN-BOS-2015-0003;Amelia White;Dona;16/8/1990;RH;Boston (MA)
PSN-BOS-2016-0007;Christopher Rivera;Home;25/5/1989;Sistemes;Boston (MA)
PSN-BOS-2015-0004;Samuel Sullivan;Home;22/7/1988;R+D;Boston (MA)
PSN-BCN-2011-0017;Irene Martínez Ribas;Dona;26/12/1961;Finances;Barcelona (22@)
PSN-BCN-2008-0129;Ainhoa Muñoz Vázquez;Dona;17/7/1964;RH;Barcelona (22@)
PSN-BCN-2016-0031;Eduard Ferrer Roca;Home;30/1/1980;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0130;Ainhoa Martín Raventós;Dona;11/1/1967;Comercial;Barcelona (22@)
PSN-BOS-2020-0004;Logan Murphy;Home;21/5/1995;Comercial;Boston (MA)
PSN-BCN-2017-0038;Judith Fernández Riera;Dona;21/12/1986;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0131;Laura Suárez Serrano;Dona;6/9/1963;R+D;Granollers
PSN-BCN-2010-0014;Andreu Vilanova López;Home;7/10/1974;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2022-0010;Mar Moreno López;Dona;20/6/1996;Finances;Barcelona (22@)
PSN-BCN-2019-0031;Adrià García Fernández;Home;26/5/1995;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0132;Arnau Ortiz Álvarez;Home;5/10/1966;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2024-0003;Javier Rovira Gómez;Home;7/4/2003;Comercial;Barcelona (22@)
PSN-BCN-2008-0133;Genís Molina Sánchez;Home;11/1/1965;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2017-0039;Enric Esteve Duran;Home;10/11/1987;Finances;Barcelona (22@)
PSN-BCN-2013-0012;Jana Ribas Gil;Dona;8/2/1984;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0134;Raimon Martínez Castells;Home;14/11/1976;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0135;Raimon López Ros;Home;20/1/1965;Comercial;Barcelona (22@)
PSN-BCN-2023-0006;Ricard Ferrer Vázquez;Home;8/6/2003;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0136;Marta Moreno Blanco;Dona;1/5/1975;Sistemes;Barcelona (22@)
PSN-BCN-2014-0014;Antonio Díaz Grau;Home;11/1/1978;Sistemes;Barcelona (22@)
PSN-BCN-2021-0017;Bernat Jiménez Ferrer;Home;24/8/1997;R+D;Granollers
PSN-BCN-2008-0137;Roc Molina Suárez;Home;2/12/1970;R+D;Granollers
PSN-BCN-2008-0138;Álvaro Rovira Rodríguez;Home;15/5/1965;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0139;Jordi Planas González;Home;10/7/1975;Sistemes;Barcelona (22@)
PSN-BCN-2008-0140;Ainhoa Planas Castells;Dona;26/6/1980;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2011-0018;Blanca Soler Romero;Dona;19/10/1964;R+D;Granollers
PSN-BCN-2012-0025;Daniel Sánchez Rovira;Home;1/1/1970;Comercial;Barcelona (22@)
PSN-BCN-2019-0032;Inés Torres Ortiz;Dona;3/1/1990;RH;Barcelona (22@)
PSN-BCN-2024-0004;Ricard Ros Costa;Home;26/11/2002;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0141;Pere Ribas Roca;Home;21/9/1972;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2011-0019;Mireia Muñoz González;Dona;4/2/1980;Operacions-Qualitat-Logística;Granollers
PSN-BOS-2015-0005;Henry Kelly;Home;11/11/1985;R+D;Boston (MA)
PSN-BCN-2016-0032;Rubén Díaz Serrano;Home;9/9/1985;Sistemes;Barcelona (22@)
PSN-BCN-2014-0015;Blanca Ruiz Romero;Dona;4/11/1979;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2017-0040;Rubén Fernández Ribas;Home;30/1/1980;Finances;Barcelona (22@)
PSN-BCN-2014-0016;Ainhoa Serra Sánchez;Dona;26/8/1982;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2008-0142;Jesús Ortiz Ferrer;Home;2/2/1971;Operacions-Qualitat-Logística;Granollers
PSN-BOS-2015-0006;Andrew Hall;Home;28/1/1987;Comercial;Boston (MA)
PSN-BOS-2019-0007;Matthew Taylor;Home;20/1/1991;Sistemes;Boston (MA)
PSN-BCN-2014-0017;Miquel García González;Home;5/4/1979;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2022-0011;Pere Rubio Navarro;Home;20/4/2001;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2021-0018;Arnau Martínez Torres;Home;19/8/1995;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2016-0033;Sergi López Moreno;Home;10/8/1989;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2021-0019;Cristina Ortiz Rodríguez;Dona;9/3/1994;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2016-0034;Xavier Ruiz López;Home;26/4/1985;R+D;Granollers
PSN-BCN-2018-0028;Hèctor Hernández Martínez;Home;4/9/1991;Comercial;Barcelona (22@)
PSN-BOS-2008-0025;Hannah Davis;Dona;7/8/1969;Finances;Boston (MA)
PSN-BCN-2014-0018;Nil Jiménez Ruiz;Home;26/11/1984;Operacions-Qualitat-Logística;Granollers
PSN-BOS-2018-0003;Jack Wilson;Home;30/4/1995;Comercial;Boston (MA)
PSN-BOS-2015-0007;Abigail Brown;Dona;20/8/1976;R+D;Boston (MA)
PSN-BCN-2010-0015;Andrea García Martínez;Dona;1/12/1979;R+D;Granollers
PSN-BCN-2016-0035;Víctor Hernández Prat;Home;20/8/1981;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2017-0041;Marta Ferrer Blanco;Dona;21/10/1987;R+D;Granollers
PSN-BCN-2008-0143;Miquel Rubio Ramos;Home;22/3/1965;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2009-0018;Nora Navarro Domínguez;Dona;27/7/1975;RH;Barcelona (22@)
PSN-BCN-2008-0144;Berta Gómez Pérez;Dona;10/9/1976;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2020-0019;Gerard Rovira Moreno;Home;25/2/1995;Comercial;Barcelona (22@)
PSN-BCN-2021-0020;Antonio Prat Soler;Home;1/6/1998;Comercial;Barcelona (22@)
PSN-BCN-2012-0026;Judith Ferrer Martínez;Dona;11/5/1977;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2011-0020;Jordi García Navarro;Home;5/10/1975;Operacions-Qualitat-Logística;Granollers
PSN-BCN-2014-0019;Guillem Riera Colomer;Home;3/8/1983;Sistemes;Barcelona (22@)
PSN-BOS-2008-0026;Jack Murphy;Home;31/1/1968;R+D;Boston (MA)
